,0,1,2,3
302,128.0,32.0,4.0,4.0
303,128.0,32.0,4.0,2.0
304,128.0,32.0,4.0,1.0
305,128.0,32.0,4.0,0.5
306,128.0,32.0,4.0,0.25
307,128.0,32.0,4.0,0.0
308,128.0,32.0,2.0,128.0
309,128.0,32.0,2.0,64.0
310,128.0,32.0,2.0,32.0
311,128.0,32.0,2.0,16.0
312,128.0,32.0,2.0,8.0
313,128.0,32.0,2.0,4.0
314,128.0,32.0,2.0,2.0
315,128.0,32.0,2.0,1.0
316,128.0,32.0,2.0,0.5
317,128.0,32.0,2.0,0.25
318,128.0,32.0,2.0,0.0
319,128.0,32.0,1.0,128.0
320,128.0,32.0,1.0,64.0
321,128.0,32.0,1.0,32.0
322,128.0,32.0,1.0,16.0
323,128.0,32.0,1.0,8.0
324,128.0,32.0,1.0,4.0
325,128.0,32.0,1.0,2.0
326,128.0,32.0,1.0,1.0
327,128.0,32.0,1.0,0.5
328,128.0,32.0,1.0,0.25
329,128.0,32.0,1.0,0.0
330,128.0,32.0,0.5,128.0
331,128.0,32.0,0.5,64.0
332,128.0,32.0,0.5,32.0
333,128.0,32.0,0.5,16.0
334,128.0,32.0,0.5,8.0
335,128.0,32.0,0.5,4.0
336,128.0,32.0,0.5,2.0
337,128.0,32.0,0.5,1.0
338,128.0,32.0,0.5,0.5
339,128.0,32.0,0.5,0.25
340,128.0,32.0,0.5,0.0
341,128.0,32.0,0.25,128.0
342,128.0,32.0,0.25,64.0
343,128.0,32.0,0.25,32.0
344,128.0,32.0,0.25,16.0
345,128.0,32.0,0.25,8.0
346,128.0,32.0,0.25,4.0
347,128.0,32.0,0.25,2.0
348,128.0,32.0,0.25,1.0
349,128.0,32.0,0.25,0.5
350,128.0,32.0,0.25,0.25
351,128.0,32.0,0.25,0.0
352,128.0,32.0,0.0,128.0
353,128.0,32.0,0.0,64.0
354,128.0,32.0,0.0,32.0
355,128.0,32.0,0.0,16.0
356,128.0,32.0,0.0,8.0
357,128.0,32.0,0.0,4.0
358,128.0,32.0,0.0,2.0
359,128.0,32.0,0.0,1.0
360,128.0,32.0,0.0,0.5
361,128.0,32.0,0.0,0.25
362,128.0,32.0,0.0,0.0
363,128.0,16.0,128.0,128.0
364,128.0,16.0,128.0,64.0
365,128.0,16.0,128.0,32.0
366,128.0,16.0,128.0,16.0
367,128.0,16.0,128.0,8.0
368,128.0,16.0,128.0,4.0
369,128.0,16.0,128.0,2.0
370,128.0,16.0,128.0,1.0
371,128.0,16.0,128.0,0.5
372,128.0,16.0,128.0,0.25
373,128.0,16.0,128.0,0.0
374,128.0,16.0,64.0,128.0
375,128.0,16.0,64.0,64.0
376,128.0,16.0,64.0,32.0
377,128.0,16.0,64.0,16.0
378,128.0,16.0,64.0,8.0
379,128.0,16.0,64.0,4.0
380,128.0,16.0,64.0,2.0
381,128.0,16.0,64.0,1.0
382,128.0,16.0,64.0,0.5
383,128.0,16.0,64.0,0.25
384,128.0,16.0,64.0,0.0
385,128.0,16.0,32.0,128.0
386,128.0,16.0,32.0,64.0
387,128.0,16.0,32.0,32.0
388,128.0,16.0,32.0,16.0
389,128.0,16.0,32.0,8.0
390,128.0,16.0,32.0,4.0
391,128.0,16.0,32.0,2.0
392,128.0,16.0,32.0,1.0
393,128.0,16.0,32.0,0.5
394,128.0,16.0,32.0,0.25
395,128.0,16.0,32.0,0.0
396,128.0,16.0,16.0,128.0
397,128.0,16.0,16.0,64.0
398,128.0,16.0,16.0,32.0
399,128.0,16.0,16.0,16.0
400,128.0,16.0,16.0,8.0
401,128.0,16.0,16.0,4.0
402,128.0,16.0,16.0,2.0
403,128.0,16.0,16.0,1.0
404,128.0,16.0,16.0,0.5
405,128.0,16.0,16.0,0.25
406,128.0,16.0,16.0,0.0
407,128.0,16.0,8.0,128.0
408,128.0,16.0,8.0,64.0
409,128.0,16.0,8.0,32.0
410,128.0,16.0,8.0,16.0
411,128.0,16.0,8.0,8.0
412,128.0,16.0,8.0,4.0
413,128.0,16.0,8.0,2.0
414,128.0,16.0,8.0,1.0
415,128.0,16.0,8.0,0.5
416,128.0,16.0,8.0,0.25
417,128.0,16.0,8.0,0.0
418,128.0,16.0,4.0,128.0
419,128.0,16.0,4.0,64.0
420,128.0,16.0,4.0,32.0
421,128.0,16.0,4.0,16.0
422,128.0,16.0,4.0,8.0
423,128.0,16.0,4.0,4.0
424,128.0,16.0,4.0,2.0
425,128.0,16.0,4.0,1.0
426,128.0,16.0,4.0,0.5
427,128.0,16.0,4.0,0.25
428,128.0,16.0,4.0,0.0
429,128.0,16.0,2.0,128.0
430,128.0,16.0,2.0,64.0
431,128.0,16.0,2.0,32.0
432,128.0,16.0,2.0,16.0
433,128.0,16.0,2.0,8.0
434,128.0,16.0,2.0,4.0
435,128.0,16.0,2.0,2.0
436,128.0,16.0,2.0,1.0
437,128.0,16.0,2.0,0.5
438,128.0,16.0,2.0,0.25
439,128.0,16.0,2.0,0.0
440,128.0,16.0,1.0,128.0
441,128.0,16.0,1.0,64.0
442,128.0,16.0,1.0,32.0
443,128.0,16.0,1.0,16.0
444,128.0,16.0,1.0,8.0
445,128.0,16.0,1.0,4.0
446,128.0,16.0,1.0,2.0
447,128.0,16.0,1.0,1.0
448,128.0,16.0,1.0,0.5
449,128.0,16.0,1.0,0.25
450,128.0,16.0,1.0,0.0
451,128.0,16.0,0.5,128.0
452,128.0,16.0,0.5,64.0
453,128.0,16.0,0.5,32.0
454,128.0,16.0,0.5,16.0
455,128.0,16.0,0.5,8.0
456,128.0,16.0,0.5,4.0
457,128.0,16.0,0.5,2.0
458,128.0,16.0,0.5,1.0
459,128.0,16.0,0.5,0.5
460,128.0,16.0,0.5,0.25
461,128.0,16.0,0.5,0.0
462,128.0,16.0,0.25,128.0
463,128.0,16.0,0.25,64.0
464,128.0,16.0,0.25,32.0
465,128.0,16.0,0.25,16.0
466,128.0,16.0,0.25,8.0
467,128.0,16.0,0.25,4.0
468,128.0,16.0,0.25,2.0
469,128.0,16.0,0.25,1.0
470,128.0,16.0,0.25,0.5
471,128.0,16.0,0.25,0.25
472,128.0,16.0,0.25,0.0
473,128.0,16.0,0.0,128.0
474,128.0,16.0,0.0,64.0
475,128.0,16.0,0.0,32.0
476,128.0,16.0,0.0,16.0
477,128.0,16.0,0.0,8.0
478,128.0,16.0,0.0,4.0
479,128.0,16.0,0.0,2.0
480,128.0,16.0,0.0,1.0
481,128.0,16.0,0.0,0.5
482,128.0,16.0,0.0,0.25
483,128.0,16.0,0.0,0.0
484,128.0,8.0,128.0,128.0
485,128.0,8.0,128.0,64.0
486,128.0,8.0,128.0,32.0
487,128.0,8.0,128.0,16.0
488,128.0,8.0,128.0,8.0
489,128.0,8.0,128.0,4.0
490,128.0,8.0,128.0,2.0
491,128.0,8.0,128.0,1.0
492,128.0,8.0,128.0,0.5
493,128.0,8.0,128.0,0.25
494,128.0,8.0,128.0,0.0
495,128.0,8.0,64.0,128.0
496,128.0,8.0,64.0,64.0
497,128.0,8.0,64.0,32.0
498,128.0,8.0,64.0,16.0
499,128.0,8.0,64.0,8.0
500,128.0,8.0,64.0,4.0
501,128.0,8.0,64.0,2.0
502,128.0,8.0,64.0,1.0
503,128.0,8.0,64.0,0.5
504,128.0,8.0,64.0,0.25
505,128.0,8.0,64.0,0.0
506,128.0,8.0,32.0,128.0
507,128.0,8.0,32.0,64.0
508,128.0,8.0,32.0,32.0
509,128.0,8.0,32.0,16.0
510,128.0,8.0,32.0,8.0
511,128.0,8.0,32.0,4.0
512,128.0,8.0,32.0,2.0
513,128.0,8.0,32.0,1.0
514,128.0,8.0,32.0,0.5
515,128.0,8.0,32.0,0.25
516,128.0,8.0,32.0,0.0
517,128.0,8.0,16.0,128.0
518,128.0,8.0,16.0,64.0
519,128.0,8.0,16.0,32.0
520,128.0,8.0,16.0,16.0
521,128.0,8.0,16.0,8.0
522,128.0,8.0,16.0,4.0
523,128.0,8.0,16.0,2.0
524,128.0,8.0,16.0,1.0
525,128.0,8.0,16.0,0.5
526,128.0,8.0,16.0,0.25
527,128.0,8.0,16.0,0.0
528,128.0,8.0,8.0,128.0
529,128.0,8.0,8.0,64.0
530,128.0,8.0,8.0,32.0
531,128.0,8.0,8.0,16.0
532,128.0,8.0,8.0,8.0
533,128.0,8.0,8.0,4.0
534,128.0,8.0,8.0,2.0
535,128.0,8.0,8.0,1.0
536,128.0,8.0,8.0,0.5
537,128.0,8.0,8.0,0.25
538,128.0,8.0,8.0,0.0
539,128.0,8.0,4.0,128.0
540,128.0,8.0,4.0,64.0
541,128.0,8.0,4.0,32.0
542,128.0,8.0,4.0,16.0
543,128.0,8.0,4.0,8.0
544,128.0,8.0,4.0,4.0
545,128.0,8.0,4.0,2.0
546,128.0,8.0,4.0,1.0
547,128.0,8.0,4.0,0.5
548,128.0,8.0,4.0,0.25
549,128.0,8.0,4.0,0.0
550,128.0,8.0,2.0,128.0
551,128.0,8.0,2.0,64.0
552,128.0,8.0,2.0,32.0
553,128.0,8.0,2.0,16.0
554,128.0,8.0,2.0,8.0
555,128.0,8.0,2.0,4.0
556,128.0,8.0,2.0,2.0
557,128.0,8.0,2.0,1.0
558,128.0,8.0,2.0,0.5
559,128.0,8.0,2.0,0.25
560,128.0,8.0,2.0,0.0
561,128.0,8.0,1.0,128.0
562,128.0,8.0,1.0,64.0
563,128.0,8.0,1.0,32.0
564,128.0,8.0,1.0,16.0
565,128.0,8.0,1.0,8.0
566,128.0,8.0,1.0,4.0
567,128.0,8.0,1.0,2.0
568,128.0,8.0,1.0,1.0
569,128.0,8.0,1.0,0.5
570,128.0,8.0,1.0,0.25
571,128.0,8.0,1.0,0.0
572,128.0,8.0,0.5,128.0
573,128.0,8.0,0.5,64.0
574,128.0,8.0,0.5,32.0
575,128.0,8.0,0.5,16.0
576,128.0,8.0,0.5,8.0
577,128.0,8.0,0.5,4.0
578,128.0,8.0,0.5,2.0
579,128.0,8.0,0.5,1.0
580,128.0,8.0,0.5,0.5
581,128.0,8.0,0.5,0.25
582,128.0,8.0,0.5,0.0
583,128.0,8.0,0.25,128.0
584,128.0,8.0,0.25,64.0
585,128.0,8.0,0.25,32.0
586,128.0,8.0,0.25,16.0
587,128.0,8.0,0.25,8.0
588,128.0,8.0,0.25,4.0
589,128.0,8.0,0.25,2.0
590,128.0,8.0,0.25,1.0
591,128.0,8.0,0.25,0.5
592,128.0,8.0,0.25,0.25
593,128.0,8.0,0.25,0.0
594,128.0,8.0,0.0,128.0
595,128.0,8.0,0.0,64.0
596,128.0,8.0,0.0,32.0
597,128.0,8.0,0.0,16.0
598,128.0,8.0,0.0,8.0
599,128.0,8.0,0.0,4.0
600,128.0,8.0,0.0,2.0
601,128.0,8.0,0.0,1.0
602,128.0,8.0,0.0,0.5
603,128.0,8.0,0.0,0.25
604,128.0,8.0,0.0,0.0
605,128.0,4.0,128.0,128.0
606,128.0,4.0,128.0,64.0
607,128.0,4.0,128.0,32.0
608,128.0,4.0,128.0,16.0
609,128.0,4.0,128.0,8.0
610,128.0,4.0,128.0,4.0
611,128.0,4.0,128.0,2.0
612,128.0,4.0,128.0,1.0
613,128.0,4.0,128.0,0.5
614,128.0,4.0,128.0,0.25
615,128.0,4.0,128.0,0.0
616,128.0,4.0,64.0,128.0
617,128.0,4.0,64.0,64.0
618,128.0,4.0,64.0,32.0
619,128.0,4.0,64.0,16.0
620,128.0,4.0,64.0,8.0
621,128.0,4.0,64.0,4.0
622,128.0,4.0,64.0,2.0
623,128.0,4.0,64.0,1.0
624,128.0,4.0,64.0,0.5
625,128.0,4.0,64.0,0.25
626,128.0,4.0,64.0,0.0
627,128.0,4.0,32.0,128.0
628,128.0,4.0,32.0,64.0
629,128.0,4.0,32.0,32.0
630,128.0,4.0,32.0,16.0
631,128.0,4.0,32.0,8.0
632,128.0,4.0,32.0,4.0
633,128.0,4.0,32.0,2.0
634,128.0,4.0,32.0,1.0
635,128.0,4.0,32.0,0.5
636,128.0,4.0,32.0,0.25
637,128.0,4.0,32.0,0.0
638,128.0,4.0,16.0,128.0
639,128.0,4.0,16.0,64.0
640,128.0,4.0,16.0,32.0
641,128.0,4.0,16.0,16.0
642,128.0,4.0,16.0,8.0
643,128.0,4.0,16.0,4.0
644,128.0,4.0,16.0,2.0
645,128.0,4.0,16.0,1.0
646,128.0,4.0,16.0,0.5
647,128.0,4.0,16.0,0.25
648,128.0,4.0,16.0,0.0
649,128.0,4.0,8.0,128.0
650,128.0,4.0,8.0,64.0
651,128.0,4.0,8.0,32.0
652,128.0,4.0,8.0,16.0
653,128.0,4.0,8.0,8.0
654,128.0,4.0,8.0,4.0
655,128.0,4.0,8.0,2.0
656,128.0,4.0,8.0,1.0
657,128.0,4.0,8.0,0.5
658,128.0,4.0,8.0,0.25
659,128.0,4.0,8.0,0.0
660,128.0,4.0,4.0,128.0
661,128.0,4.0,4.0,64.0
662,128.0,4.0,4.0,32.0
663,128.0,4.0,4.0,16.0
664,128.0,4.0,4.0,8.0
665,128.0,4.0,4.0,4.0
666,128.0,4.0,4.0,2.0
667,128.0,4.0,4.0,1.0
668,128.0,4.0,4.0,0.5
669,128.0,4.0,4.0,0.25
670,128.0,4.0,4.0,0.0
671,128.0,4.0,2.0,128.0
672,128.0,4.0,2.0,64.0
673,128.0,4.0,2.0,32.0
674,128.0,4.0,2.0,16.0
675,128.0,4.0,2.0,8.0
676,128.0,4.0,2.0,4.0
677,128.0,4.0,2.0,2.0
678,128.0,4.0,2.0,1.0
679,128.0,4.0,2.0,0.5
680,128.0,4.0,2.0,0.25
681,128.0,4.0,2.0,0.0
682,128.0,4.0,1.0,128.0
683,128.0,4.0,1.0,64.0
684,128.0,4.0,1.0,32.0
685,128.0,4.0,1.0,16.0
686,128.0,4.0,1.0,8.0
687,128.0,4.0,1.0,4.0
688,128.0,4.0,1.0,2.0
689,128.0,4.0,1.0,1.0
690,128.0,4.0,1.0,0.5
691,128.0,4.0,1.0,0.25
692,128.0,4.0,1.0,0.0
693,128.0,4.0,0.5,128.0
694,128.0,4.0,0.5,64.0
695,128.0,4.0,0.5,32.0
696,128.0,4.0,0.5,16.0
697,128.0,4.0,0.5,8.0
698,128.0,4.0,0.5,4.0
699,128.0,4.0,0.5,2.0
700,128.0,4.0,0.5,1.0
701,128.0,4.0,0.5,0.5
702,128.0,4.0,0.5,0.25
703,128.0,4.0,0.5,0.0
704,128.0,4.0,0.25,128.0
705,128.0,4.0,0.25,64.0
706,128.0,4.0,0.25,32.0
707,128.0,4.0,0.25,16.0
708,128.0,4.0,0.25,8.0
709,128.0,4.0,0.25,4.0
710,128.0,4.0,0.25,2.0
711,128.0,4.0,0.25,1.0
712,128.0,4.0,0.25,0.5
713,128.0,4.0,0.25,0.25
714,128.0,4.0,0.25,0.0
715,128.0,4.0,0.0,128.0
716,128.0,4.0,0.0,64.0
717,128.0,4.0,0.0,32.0
718,128.0,4.0,0.0,16.0
719,128.0,4.0,0.0,8.0
720,128.0,4.0,0.0,4.0
721,128.0,4.0,0.0,2.0
722,128.0,4.0,0.0,1.0
723,128.0,4.0,0.0,0.5
724,128.0,4.0,0.0,0.25
725,128.0,4.0,0.0,0.0
726,128.0,2.0,128.0,128.0
727,128.0,2.0,128.0,64.0
728,128.0,2.0,128.0,32.0
729,128.0,2.0,128.0,16.0
730,128.0,2.0,128.0,8.0
731,128.0,2.0,128.0,4.0
732,128.0,2.0,128.0,2.0
733,128.0,2.0,128.0,1.0
734,128.0,2.0,128.0,0.5
735,128.0,2.0,128.0,0.25
736,128.0,2.0,128.0,0.0
737,128.0,2.0,64.0,128.0
738,128.0,2.0,64.0,64.0
739,128.0,2.0,64.0,32.0
740,128.0,2.0,64.0,16.0
741,128.0,2.0,64.0,8.0
742,128.0,2.0,64.0,4.0
743,128.0,2.0,64.0,2.0
744,128.0,2.0,64.0,1.0
745,128.0,2.0,64.0,0.5
746,128.0,2.0,64.0,0.25
747,128.0,2.0,64.0,0.0
748,128.0,2.0,32.0,128.0
749,128.0,2.0,32.0,64.0
750,128.0,2.0,32.0,32.0
751,128.0,2.0,32.0,16.0
752,128.0,2.0,32.0,8.0
753,128.0,2.0,32.0,4.0
754,128.0,2.0,32.0,2.0
755,128.0,2.0,32.0,1.0
756,128.0,2.0,32.0,0.5
757,128.0,2.0,32.0,0.25
758,128.0,2.0,32.0,0.0
759,128.0,2.0,16.0,128.0
760,128.0,2.0,16.0,64.0
761,128.0,2.0,16.0,32.0
762,128.0,2.0,16.0,16.0
763,128.0,2.0,16.0,8.0
764,128.0,2.0,16.0,4.0
765,128.0,2.0,16.0,2.0
766,128.0,2.0,16.0,1.0
767,128.0,2.0,16.0,0.5
768,128.0,2.0,16.0,0.25
769,128.0,2.0,16.0,0.0
770,128.0,2.0,8.0,128.0
771,128.0,2.0,8.0,64.0
772,128.0,2.0,8.0,32.0
773,128.0,2.0,8.0,16.0
774,128.0,2.0,8.0,8.0
775,128.0,2.0,8.0,4.0
776,128.0,2.0,8.0,2.0
777,128.0,2.0,8.0,1.0
