,0,1,2,3
2091,64.0,2.0,16.0,64.0
2092,64.0,2.0,16.0,32.0
2093,64.0,2.0,16.0,16.0
2094,64.0,2.0,16.0,8.0
2095,64.0,2.0,16.0,4.0
2096,64.0,2.0,16.0,2.0
2097,64.0,2.0,16.0,1.0
2098,64.0,2.0,16.0,0.5
2099,64.0,2.0,16.0,0.25
2100,64.0,2.0,16.0,0.0
2101,64.0,2.0,8.0,128.0
2102,64.0,2.0,8.0,64.0
2103,64.0,2.0,8.0,32.0
2104,64.0,2.0,8.0,16.0
2105,64.0,2.0,8.0,8.0
2106,64.0,2.0,8.0,4.0
2107,64.0,2.0,8.0,2.0
2108,64.0,2.0,8.0,1.0
2109,64.0,2.0,8.0,0.5
2110,64.0,2.0,8.0,0.25
2111,64.0,2.0,8.0,0.0
2112,64.0,2.0,4.0,128.0
2113,64.0,2.0,4.0,64.0
2114,64.0,2.0,4.0,32.0
2115,64.0,2.0,4.0,16.0
2116,64.0,2.0,4.0,8.0
2117,64.0,2.0,4.0,4.0
2118,64.0,2.0,4.0,2.0
2119,64.0,2.0,4.0,1.0
2120,64.0,2.0,4.0,0.5
2121,64.0,2.0,4.0,0.25
2122,64.0,2.0,4.0,0.0
2123,64.0,2.0,2.0,128.0
2124,64.0,2.0,2.0,64.0
2125,64.0,2.0,2.0,32.0
2126,64.0,2.0,2.0,16.0
2127,64.0,2.0,2.0,8.0
2128,64.0,2.0,2.0,4.0
2129,64.0,2.0,2.0,2.0
2130,64.0,2.0,2.0,1.0
2131,64.0,2.0,2.0,0.5
2132,64.0,2.0,2.0,0.25
2133,64.0,2.0,2.0,0.0
2134,64.0,2.0,1.0,128.0
2135,64.0,2.0,1.0,64.0
2136,64.0,2.0,1.0,32.0
2137,64.0,2.0,1.0,16.0
2138,64.0,2.0,1.0,8.0
2139,64.0,2.0,1.0,4.0
2140,64.0,2.0,1.0,2.0
2141,64.0,2.0,1.0,1.0
2142,64.0,2.0,1.0,0.5
2143,64.0,2.0,1.0,0.25
2144,64.0,2.0,1.0,0.0
2145,64.0,2.0,0.5,128.0
2146,64.0,2.0,0.5,64.0
2147,64.0,2.0,0.5,32.0
2148,64.0,2.0,0.5,16.0
2149,64.0,2.0,0.5,8.0
2150,64.0,2.0,0.5,4.0
2151,64.0,2.0,0.5,2.0
2152,64.0,2.0,0.5,1.0
2153,64.0,2.0,0.5,0.5
2154,64.0,2.0,0.5,0.25
2155,64.0,2.0,0.5,0.0
2156,64.0,2.0,0.25,128.0
2157,64.0,2.0,0.25,64.0
2158,64.0,2.0,0.25,32.0
2159,64.0,2.0,0.25,16.0
2160,64.0,2.0,0.25,8.0
2161,64.0,2.0,0.25,4.0
2162,64.0,2.0,0.25,2.0
2163,64.0,2.0,0.25,1.0
2164,64.0,2.0,0.25,0.5
2165,64.0,2.0,0.25,0.25
2166,64.0,2.0,0.25,0.0
2167,64.0,2.0,0.0,128.0
2168,64.0,2.0,0.0,64.0
2169,64.0,2.0,0.0,32.0
2170,64.0,2.0,0.0,16.0
2171,64.0,2.0,0.0,8.0
2172,64.0,2.0,0.0,4.0
2173,64.0,2.0,0.0,2.0
2174,64.0,2.0,0.0,1.0
2175,64.0,2.0,0.0,0.5
2176,64.0,2.0,0.0,0.25
2177,64.0,2.0,0.0,0.0
2178,64.0,1.0,128.0,128.0
2179,64.0,1.0,128.0,64.0
2180,64.0,1.0,128.0,32.0
2181,64.0,1.0,128.0,16.0
2182,64.0,1.0,128.0,8.0
2183,64.0,1.0,128.0,4.0
2184,64.0,1.0,128.0,2.0
2185,64.0,1.0,128.0,1.0
2186,64.0,1.0,128.0,0.5
2187,64.0,1.0,128.0,0.25
2188,64.0,1.0,128.0,0.0
2189,64.0,1.0,64.0,128.0
2190,64.0,1.0,64.0,64.0
2191,64.0,1.0,64.0,32.0
2192,64.0,1.0,64.0,16.0
2193,64.0,1.0,64.0,8.0
2194,64.0,1.0,64.0,4.0
2195,64.0,1.0,64.0,2.0
2196,64.0,1.0,64.0,1.0
2197,64.0,1.0,64.0,0.5
2198,64.0,1.0,64.0,0.25
2199,64.0,1.0,64.0,0.0
2200,64.0,1.0,32.0,128.0
2201,64.0,1.0,32.0,64.0
2202,64.0,1.0,32.0,32.0
2203,64.0,1.0,32.0,16.0
2204,64.0,1.0,32.0,8.0
2205,64.0,1.0,32.0,4.0
2206,64.0,1.0,32.0,2.0
2207,64.0,1.0,32.0,1.0
2208,64.0,1.0,32.0,0.5
2209,64.0,1.0,32.0,0.25
2210,64.0,1.0,32.0,0.0
2211,64.0,1.0,16.0,128.0
2212,64.0,1.0,16.0,64.0
2213,64.0,1.0,16.0,32.0
2214,64.0,1.0,16.0,16.0
2215,64.0,1.0,16.0,8.0
2216,64.0,1.0,16.0,4.0
2217,64.0,1.0,16.0,2.0
2218,64.0,1.0,16.0,1.0
2219,64.0,1.0,16.0,0.5
2220,64.0,1.0,16.0,0.25
2221,64.0,1.0,16.0,0.0
2222,64.0,1.0,8.0,128.0
2223,64.0,1.0,8.0,64.0
2224,64.0,1.0,8.0,32.0
2225,64.0,1.0,8.0,16.0
2226,64.0,1.0,8.0,8.0
2227,64.0,1.0,8.0,4.0
2229,64.0,1.0,8.0,1.0
2230,64.0,1.0,8.0,0.5
2231,64.0,1.0,8.0,0.25
2232,64.0,1.0,8.0,0.0
2233,64.0,1.0,4.0,128.0
2234,64.0,1.0,4.0,64.0
2235,64.0,1.0,4.0,32.0
2236,64.0,1.0,4.0,16.0
2237,64.0,1.0,4.0,8.0
2238,64.0,1.0,4.0,4.0
2239,64.0,1.0,4.0,2.0
2240,64.0,1.0,4.0,1.0
2241,64.0,1.0,4.0,0.5
2242,64.0,1.0,4.0,0.25
2243,64.0,1.0,4.0,0.0
2244,64.0,1.0,2.0,128.0
2245,64.0,1.0,2.0,64.0
2246,64.0,1.0,2.0,32.0
2247,64.0,1.0,2.0,16.0
2248,64.0,1.0,2.0,8.0
2249,64.0,1.0,2.0,4.0
2250,64.0,1.0,2.0,2.0
2251,64.0,1.0,2.0,1.0
2252,64.0,1.0,2.0,0.5
2253,64.0,1.0,2.0,0.25
2254,64.0,1.0,2.0,0.0
2255,64.0,1.0,1.0,128.0
2256,64.0,1.0,1.0,64.0
2257,64.0,1.0,1.0,32.0
2258,64.0,1.0,1.0,16.0
2259,64.0,1.0,1.0,8.0
2260,64.0,1.0,1.0,4.0
2261,64.0,1.0,1.0,2.0
2262,64.0,1.0,1.0,1.0
2263,64.0,1.0,1.0,0.5
2264,64.0,1.0,1.0,0.25
2265,64.0,1.0,1.0,0.0
2266,64.0,1.0,0.5,128.0
2267,64.0,1.0,0.5,64.0
2268,64.0,1.0,0.5,32.0
2269,64.0,1.0,0.5,16.0
2270,64.0,1.0,0.5,8.0
2271,64.0,1.0,0.5,4.0
2272,64.0,1.0,0.5,2.0
2273,64.0,1.0,0.5,1.0
2274,64.0,1.0,0.5,0.5
2275,64.0,1.0,0.5,0.25
2276,64.0,1.0,0.5,0.0
2277,64.0,1.0,0.25,128.0
2278,64.0,1.0,0.25,64.0
2279,64.0,1.0,0.25,32.0
2280,64.0,1.0,0.25,16.0
2281,64.0,1.0,0.25,8.0
2282,64.0,1.0,0.25,4.0
2283,64.0,1.0,0.25,2.0
2284,64.0,1.0,0.25,1.0
2285,64.0,1.0,0.25,0.5
2286,64.0,1.0,0.25,0.25
2287,64.0,1.0,0.25,0.0
2288,64.0,1.0,0.0,128.0
2289,64.0,1.0,0.0,64.0
2290,64.0,1.0,0.0,32.0
2291,64.0,1.0,0.0,16.0
2292,64.0,1.0,0.0,8.0
2293,64.0,1.0,0.0,4.0
2294,64.0,1.0,0.0,2.0
2295,64.0,1.0,0.0,1.0
2296,64.0,1.0,0.0,0.5
2297,64.0,1.0,0.0,0.25
2298,64.0,1.0,0.0,0.0
2299,64.0,0.5,128.0,128.0
2300,64.0,0.5,128.0,64.0
2301,64.0,0.5,128.0,32.0
2302,64.0,0.5,128.0,16.0
2303,64.0,0.5,128.0,8.0
2304,64.0,0.5,128.0,4.0
2305,64.0,0.5,128.0,2.0
2306,64.0,0.5,128.0,1.0
2307,64.0,0.5,128.0,0.5
2308,64.0,0.5,128.0,0.25
2309,64.0,0.5,128.0,0.0
2310,64.0,0.5,64.0,128.0
2311,64.0,0.5,64.0,64.0
2312,64.0,0.5,64.0,32.0
2313,64.0,0.5,64.0,16.0
2314,64.0,0.5,64.0,8.0
2315,64.0,0.5,64.0,4.0
2316,64.0,0.5,64.0,2.0
2317,64.0,0.5,64.0,1.0
2318,64.0,0.5,64.0,0.5
2319,64.0,0.5,64.0,0.25
2320,64.0,0.5,64.0,0.0
2321,64.0,0.5,32.0,128.0
2322,64.0,0.5,32.0,64.0
2323,64.0,0.5,32.0,32.0
2324,64.0,0.5,32.0,16.0
2325,64.0,0.5,32.0,8.0
2326,64.0,0.5,32.0,4.0
2327,64.0,0.5,32.0,2.0
2328,64.0,0.5,32.0,1.0
2329,64.0,0.5,32.0,0.5
2330,64.0,0.5,32.0,0.25
2331,64.0,0.5,32.0,0.0
2332,64.0,0.5,16.0,128.0
2333,64.0,0.5,16.0,64.0
2334,64.0,0.5,16.0,32.0
2335,64.0,0.5,16.0,16.0
2336,64.0,0.5,16.0,8.0
2337,64.0,0.5,16.0,4.0
2338,64.0,0.5,16.0,2.0
2339,64.0,0.5,16.0,1.0
2340,64.0,0.5,16.0,0.5
2341,64.0,0.5,16.0,0.25
2342,64.0,0.5,16.0,0.0
2343,64.0,0.5,8.0,128.0
2344,64.0,0.5,8.0,64.0
2345,64.0,0.5,8.0,32.0
2346,64.0,0.5,8.0,16.0
2347,64.0,0.5,8.0,8.0
2348,64.0,0.5,8.0,4.0
2349,64.0,0.5,8.0,2.0
2350,64.0,0.5,8.0,1.0
2351,64.0,0.5,8.0,0.5
2352,64.0,0.5,8.0,0.25
2353,64.0,0.5,8.0,0.0
2354,64.0,0.5,4.0,128.0
2355,64.0,0.5,4.0,64.0
2356,64.0,0.5,4.0,32.0
2357,64.0,0.5,4.0,16.0
2358,64.0,0.5,4.0,8.0
2359,64.0,0.5,4.0,4.0
2360,64.0,0.5,4.0,2.0
2361,64.0,0.5,4.0,1.0
2362,64.0,0.5,4.0,0.5
2363,64.0,0.5,4.0,0.25
2364,64.0,0.5,4.0,0.0
2365,64.0,0.5,2.0,128.0
2366,64.0,0.5,2.0,64.0
2367,64.0,0.5,2.0,32.0
2368,64.0,0.5,2.0,16.0
2369,64.0,0.5,2.0,8.0
2370,64.0,0.5,2.0,4.0
2371,64.0,0.5,2.0,2.0
2372,64.0,0.5,2.0,1.0
2373,64.0,0.5,2.0,0.5
2374,64.0,0.5,2.0,0.25
2375,64.0,0.5,2.0,0.0
2376,64.0,0.5,1.0,128.0
2377,64.0,0.5,1.0,64.0
2378,64.0,0.5,1.0,32.0
2379,64.0,0.5,1.0,16.0
2380,64.0,0.5,1.0,8.0
2381,64.0,0.5,1.0,4.0
2382,64.0,0.5,1.0,2.0
2383,64.0,0.5,1.0,1.0
2384,64.0,0.5,1.0,0.5
2385,64.0,0.5,1.0,0.25
2386,64.0,0.5,1.0,0.0
2387,64.0,0.5,0.5,128.0
2388,64.0,0.5,0.5,64.0
2389,64.0,0.5,0.5,32.0
2390,64.0,0.5,0.5,16.0
2391,64.0,0.5,0.5,8.0
2392,64.0,0.5,0.5,4.0
2393,64.0,0.5,0.5,2.0
2394,64.0,0.5,0.5,1.0
2395,64.0,0.5,0.5,0.5
2396,64.0,0.5,0.5,0.25
2397,64.0,0.5,0.5,0.0
2398,64.0,0.5,0.25,128.0
2399,64.0,0.5,0.25,64.0
2400,64.0,0.5,0.25,32.0
2401,64.0,0.5,0.25,16.0
2402,64.0,0.5,0.25,8.0
2403,64.0,0.5,0.25,4.0
2404,64.0,0.5,0.25,2.0
2405,64.0,0.5,0.25,1.0
2406,64.0,0.5,0.25,0.5
2407,64.0,0.5,0.25,0.25
2408,64.0,0.5,0.25,0.0
2409,64.0,0.5,0.0,128.0
2410,64.0,0.5,0.0,64.0
2411,64.0,0.5,0.0,32.0
2412,64.0,0.5,0.0,16.0
2413,64.0,0.5,0.0,8.0
2414,64.0,0.5,0.0,4.0
2415,64.0,0.5,0.0,2.0
2416,64.0,0.5,0.0,1.0
2417,64.0,0.5,0.0,0.5
2418,64.0,0.5,0.0,0.25
2419,64.0,0.5,0.0,0.0
2420,64.0,0.25,128.0,128.0
2421,64.0,0.25,128.0,64.0
2422,64.0,0.25,128.0,32.0
2423,64.0,0.25,128.0,16.0
2424,64.0,0.25,128.0,8.0
2425,64.0,0.25,128.0,4.0
2426,64.0,0.25,128.0,2.0
2427,64.0,0.25,128.0,1.0
2428,64.0,0.25,128.0,0.5
2429,64.0,0.25,128.0,0.25
2430,64.0,0.25,128.0,0.0
2431,64.0,0.25,64.0,128.0
2432,64.0,0.25,64.0,64.0
2433,64.0,0.25,64.0,32.0
2434,64.0,0.25,64.0,16.0
2435,64.0,0.25,64.0,8.0
2436,64.0,0.25,64.0,4.0
2437,64.0,0.25,64.0,2.0
2438,64.0,0.25,64.0,1.0
2439,64.0,0.25,64.0,0.5
2440,64.0,0.25,64.0,0.25
2441,64.0,0.25,64.0,0.0
2442,64.0,0.25,32.0,128.0
2443,64.0,0.25,32.0,64.0
2444,64.0,0.25,32.0,32.0
2445,64.0,0.25,32.0,16.0
2446,64.0,0.25,32.0,8.0
2447,64.0,0.25,32.0,4.0
2448,64.0,0.25,32.0,2.0
2449,64.0,0.25,32.0,1.0
2450,64.0,0.25,32.0,0.5
2451,64.0,0.25,32.0,0.25
2452,64.0,0.25,32.0,0.0
2453,64.0,0.25,16.0,128.0
2454,64.0,0.25,16.0,64.0
2455,64.0,0.25,16.0,32.0
2456,64.0,0.25,16.0,16.0
2457,64.0,0.25,16.0,8.0
2458,64.0,0.25,16.0,4.0
2459,64.0,0.25,16.0,2.0
2460,64.0,0.25,16.0,1.0
2461,64.0,0.25,16.0,0.5
2462,64.0,0.25,16.0,0.25
2463,64.0,0.25,16.0,0.0
2464,64.0,0.25,8.0,128.0
2465,64.0,0.25,8.0,64.0
2466,64.0,0.25,8.0,32.0
2467,64.0,0.25,8.0,16.0
2468,64.0,0.25,8.0,8.0
2469,64.0,0.25,8.0,4.0
2470,64.0,0.25,8.0,2.0
2471,64.0,0.25,8.0,1.0
2472,64.0,0.25,8.0,0.5
2473,64.0,0.25,8.0,0.25
2474,64.0,0.25,8.0,0.0
2475,64.0,0.25,4.0,128.0
2476,64.0,0.25,4.0,64.0
2477,64.0,0.25,4.0,32.0
2478,64.0,0.25,4.0,16.0
2479,64.0,0.25,4.0,8.0
2480,64.0,0.25,4.0,4.0
2481,64.0,0.25,4.0,2.0
2482,64.0,0.25,4.0,1.0
2483,64.0,0.25,4.0,0.5
2484,64.0,0.25,4.0,0.25
2485,64.0,0.25,4.0,0.0
2486,64.0,0.25,2.0,128.0
2487,64.0,0.25,2.0,64.0
2488,64.0,0.25,2.0,32.0
2489,64.0,0.25,2.0,16.0
2490,64.0,0.25,2.0,8.0
2491,64.0,0.25,2.0,4.0
2492,64.0,0.25,2.0,2.0
2493,64.0,0.25,2.0,1.0
2494,64.0,0.25,2.0,0.5
2495,64.0,0.25,2.0,0.25
2496,64.0,0.25,2.0,0.0
2497,64.0,0.25,1.0,128.0
2498,64.0,0.25,1.0,64.0
2499,64.0,0.25,1.0,32.0
2500,64.0,0.25,1.0,16.0
2501,64.0,0.25,1.0,8.0
2502,64.0,0.25,1.0,4.0
2503,64.0,0.25,1.0,2.0
2504,64.0,0.25,1.0,1.0
2505,64.0,0.25,1.0,0.5
2506,64.0,0.25,1.0,0.25
2507,64.0,0.25,1.0,0.0
2508,64.0,0.25,0.5,128.0
2509,64.0,0.25,0.5,64.0
2510,64.0,0.25,0.5,32.0
2511,64.0,0.25,0.5,16.0
2512,64.0,0.25,0.5,8.0
2513,64.0,0.25,0.5,4.0
2514,64.0,0.25,0.5,2.0
2515,64.0,0.25,0.5,1.0
2516,64.0,0.25,0.5,0.5
2517,64.0,0.25,0.5,0.25
2518,64.0,0.25,0.5,0.0
2519,64.0,0.25,0.25,128.0
2520,64.0,0.25,0.25,64.0
2521,64.0,0.25,0.25,32.0
2522,64.0,0.25,0.25,16.0
2523,64.0,0.25,0.25,8.0
2524,64.0,0.25,0.25,4.0
2525,64.0,0.25,0.25,2.0
2526,64.0,0.25,0.25,1.0
2527,64.0,0.25,0.25,0.5
2528,64.0,0.25,0.25,0.25
2529,64.0,0.25,0.25,0.0
2530,64.0,0.25,0.0,128.0
2531,64.0,0.25,0.0,64.0
2532,64.0,0.25,0.0,32.0
2533,64.0,0.25,0.0,16.0
2534,64.0,0.25,0.0,8.0
2535,64.0,0.25,0.0,4.0
2536,64.0,0.25,0.0,2.0
2537,64.0,0.25,0.0,1.0
2538,64.0,0.25,0.0,0.5
2539,64.0,0.25,0.0,0.25
2540,64.0,0.25,0.0,0.0
2541,64.0,0.0,128.0,128.0
2542,64.0,0.0,128.0,64.0
2543,64.0,0.0,128.0,32.0
2544,64.0,0.0,128.0,16.0
2545,64.0,0.0,128.0,8.0
2546,64.0,0.0,128.0,4.0
2547,64.0,0.0,128.0,2.0
2548,64.0,0.0,128.0,1.0
2549,64.0,0.0,128.0,0.5
2550,64.0,0.0,128.0,0.25
2551,64.0,0.0,128.0,0.0
2552,64.0,0.0,64.0,128.0
2553,64.0,0.0,64.0,64.0
2554,64.0,0.0,64.0,32.0
2555,64.0,0.0,64.0,16.0
2556,64.0,0.0,64.0,8.0
2557,64.0,0.0,64.0,4.0
2558,64.0,0.0,64.0,2.0
2559,64.0,0.0,64.0,1.0
2560,64.0,0.0,64.0,0.5
2561,64.0,0.0,64.0,0.25
2562,64.0,0.0,64.0,0.0
2563,64.0,0.0,32.0,128.0
2564,64.0,0.0,32.0,64.0
2565,64.0,0.0,32.0,32.0
2566,64.0,0.0,32.0,16.0
2567,64.0,0.0,32.0,8.0
2568,64.0,0.0,32.0,4.0
2569,64.0,0.0,32.0,2.0
2570,64.0,0.0,32.0,1.0
2571,64.0,0.0,32.0,0.5
2572,64.0,0.0,32.0,0.25
2573,64.0,0.0,32.0,0.0
2574,64.0,0.0,16.0,128.0
2575,64.0,0.0,16.0,64.0
2576,64.0,0.0,16.0,32.0
2577,64.0,0.0,16.0,16.0
2578,64.0,0.0,16.0,8.0
2579,64.0,0.0,16.0,4.0
2580,64.0,0.0,16.0,2.0
2581,64.0,0.0,16.0,1.0
2582,64.0,0.0,16.0,0.5
2583,64.0,0.0,16.0,0.25
2584,64.0,0.0,16.0,0.0
2585,64.0,0.0,8.0,128.0
2586,64.0,0.0,8.0,64.0
2587,64.0,0.0,8.0,32.0
2588,64.0,0.0,8.0,16.0
2589,64.0,0.0,8.0,8.0
2590,64.0,0.0,8.0,4.0
2591,64.0,0.0,8.0,2.0
2592,64.0,0.0,8.0,1.0
2593,64.0,0.0,8.0,0.5
2594,64.0,0.0,8.0,0.25
2595,64.0,0.0,8.0,0.0
2596,64.0,0.0,4.0,128.0
2597,64.0,0.0,4.0,64.0
2598,64.0,0.0,4.0,32.0
2599,64.0,0.0,4.0,16.0
2600,64.0,0.0,4.0,8.0
2601,64.0,0.0,4.0,4.0
2602,64.0,0.0,4.0,2.0
2603,64.0,0.0,4.0,1.0
2604,64.0,0.0,4.0,0.5
2605,64.0,0.0,4.0,0.25
2606,64.0,0.0,4.0,0.0
2607,64.0,0.0,2.0,128.0
2608,64.0,0.0,2.0,64.0
2609,64.0,0.0,2.0,32.0
2610,64.0,0.0,2.0,16.0
2611,64.0,0.0,2.0,8.0
2612,64.0,0.0,2.0,4.0
2613,64.0,0.0,2.0,2.0
2614,64.0,0.0,2.0,1.0
2615,64.0,0.0,2.0,0.5
2616,64.0,0.0,2.0,0.25
2617,64.0,0.0,2.0,0.0
2618,64.0,0.0,1.0,128.0
2619,64.0,0.0,1.0,64.0
2620,64.0,0.0,1.0,32.0
2621,64.0,0.0,1.0,16.0
2622,64.0,0.0,1.0,8.0
2623,64.0,0.0,1.0,4.0
2624,64.0,0.0,1.0,2.0
2625,64.0,0.0,1.0,1.0
2626,64.0,0.0,1.0,0.5
2627,64.0,0.0,1.0,0.25
2628,64.0,0.0,1.0,0.0
2629,64.0,0.0,0.5,128.0
2630,64.0,0.0,0.5,64.0
2631,64.0,0.0,0.5,32.0
2632,64.0,0.0,0.5,16.0
2633,64.0,0.0,0.5,8.0
2634,64.0,0.0,0.5,4.0
2635,64.0,0.0,0.5,2.0
2636,64.0,0.0,0.5,1.0
2637,64.0,0.0,0.5,0.5
2638,64.0,0.0,0.5,0.25
2639,64.0,0.0,0.5,0.0
2640,64.0,0.0,0.25,128.0
2641,64.0,0.0,0.25,64.0
2642,64.0,0.0,0.25,32.0
2643,64.0,0.0,0.25,16.0
2644,64.0,0.0,0.25,8.0
2645,64.0,0.0,0.25,4.0
2646,64.0,0.0,0.25,2.0
2647,64.0,0.0,0.25,1.0
2648,64.0,0.0,0.25,0.5
2649,64.0,0.0,0.25,0.25
2650,64.0,0.0,0.25,0.0
2651,64.0,0.0,0.0,128.0
2652,64.0,0.0,0.0,64.0
2653,64.0,0.0,0.0,32.0
2654,64.0,0.0,0.0,16.0
2655,64.0,0.0,0.0,8.0
2656,64.0,0.0,0.0,4.0
2657,64.0,0.0,0.0,2.0
2658,64.0,0.0,0.0,1.0
2659,64.0,0.0,0.0,0.5
2660,64.0,0.0,0.0,0.25
2661,64.0,0.0,0.0,0.0
2662,32.0,128.0,128.0,128.0
2663,32.0,128.0,128.0,64.0
2664,32.0,128.0,128.0,32.0
2665,32.0,128.0,128.0,16.0
2666,32.0,128.0,128.0,8.0
2667,32.0,128.0,128.0,4.0
2668,32.0,128.0,128.0,2.0
2669,32.0,128.0,128.0,1.0
2670,32.0,128.0,128.0,0.5
2671,32.0,128.0,128.0,0.25
2672,32.0,128.0,128.0,0.0
2673,32.0,128.0,64.0,128.0
2674,32.0,128.0,64.0,64.0
2675,32.0,128.0,64.0,32.0
2676,32.0,128.0,64.0,16.0
2677,32.0,128.0,64.0,8.0
2678,32.0,128.0,64.0,4.0
2679,32.0,128.0,64.0,2.0
2680,32.0,128.0,64.0,1.0
2681,32.0,128.0,64.0,0.5
2682,32.0,128.0,64.0,0.25
2683,32.0,128.0,64.0,0.0
2684,32.0,128.0,32.0,128.0
2685,32.0,128.0,32.0,64.0
2686,32.0,128.0,32.0,32.0
2687,32.0,128.0,32.0,16.0
2688,32.0,128.0,32.0,8.0
2689,32.0,128.0,32.0,4.0
2690,32.0,128.0,32.0,2.0
2691,32.0,128.0,32.0,1.0
2692,32.0,128.0,32.0,0.5
2693,32.0,128.0,32.0,0.25
2694,32.0,128.0,32.0,0.0
2695,32.0,128.0,16.0,128.0
2696,32.0,128.0,16.0,64.0
2697,32.0,128.0,16.0,32.0
2698,32.0,128.0,16.0,16.0
2699,32.0,128.0,16.0,8.0
2700,32.0,128.0,16.0,4.0
2701,32.0,128.0,16.0,2.0
2702,32.0,128.0,16.0,1.0
2703,32.0,128.0,16.0,0.5
2704,32.0,128.0,16.0,0.25
2705,32.0,128.0,16.0,0.0
2706,32.0,128.0,8.0,128.0
2707,32.0,128.0,8.0,64.0
2708,32.0,128.0,8.0,32.0
2709,32.0,128.0,8.0,16.0
2710,32.0,128.0,8.0,8.0
2711,32.0,128.0,8.0,4.0
2712,32.0,128.0,8.0,2.0
2713,32.0,128.0,8.0,1.0
2714,32.0,128.0,8.0,0.5
2715,32.0,128.0,8.0,0.25
2716,32.0,128.0,8.0,0.0
2717,32.0,128.0,4.0,128.0
2718,32.0,128.0,4.0,64.0
2719,32.0,128.0,4.0,32.0
2720,32.0,128.0,4.0,16.0
2721,32.0,128.0,4.0,8.0
2722,32.0,128.0,4.0,4.0
2723,32.0,128.0,4.0,2.0
2724,32.0,128.0,4.0,1.0
2725,32.0,128.0,4.0,0.5
2726,32.0,128.0,4.0,0.25
2727,32.0,128.0,4.0,0.0
2728,32.0,128.0,2.0,128.0
2729,32.0,128.0,2.0,64.0
2730,32.0,128.0,2.0,32.0
2731,32.0,128.0,2.0,16.0
2732,32.0,128.0,2.0,8.0
2733,32.0,128.0,2.0,4.0
2734,32.0,128.0,2.0,2.0
2735,32.0,128.0,2.0,1.0
2736,32.0,128.0,2.0,0.5
2737,32.0,128.0,2.0,0.25
2738,32.0,128.0,2.0,0.0
2739,32.0,128.0,1.0,128.0
2740,32.0,128.0,1.0,64.0
2741,32.0,128.0,1.0,32.0
2742,32.0,128.0,1.0,16.0
2743,32.0,128.0,1.0,8.0
2744,32.0,128.0,1.0,4.0
2745,32.0,128.0,1.0,2.0
2746,32.0,128.0,1.0,1.0
2747,32.0,128.0,1.0,0.5
2748,32.0,128.0,1.0,0.25
2749,32.0,128.0,1.0,0.0
2750,32.0,128.0,0.5,128.0
2751,32.0,128.0,0.5,64.0
2752,32.0,128.0,0.5,32.0
2753,32.0,128.0,0.5,16.0
2754,32.0,128.0,0.5,8.0
2755,32.0,128.0,0.5,4.0
2756,32.0,128.0,0.5,2.0
2757,32.0,128.0,0.5,1.0
2758,32.0,128.0,0.5,0.5
2759,32.0,128.0,0.5,0.25
2760,32.0,128.0,0.5,0.0
2761,32.0,128.0,0.25,128.0
2762,32.0,128.0,0.25,64.0
2763,32.0,128.0,0.25,32.0
2764,32.0,128.0,0.25,16.0
2765,32.0,128.0,0.25,8.0
2766,32.0,128.0,0.25,4.0
2767,32.0,128.0,0.25,2.0
2768,32.0,128.0,0.25,1.0
2769,32.0,128.0,0.25,0.5
2770,32.0,128.0,0.25,0.25
2771,32.0,128.0,0.25,0.0
2772,32.0,128.0,0.0,128.0
2773,32.0,128.0,0.0,64.0
2774,32.0,128.0,0.0,32.0
2775,32.0,128.0,0.0,16.0
2776,32.0,128.0,0.0,8.0
2777,32.0,128.0,0.0,4.0
2778,32.0,128.0,0.0,2.0
2779,32.0,128.0,0.0,1.0
2780,32.0,128.0,0.0,0.5
2781,32.0,128.0,0.0,0.25
2782,32.0,128.0,0.0,0.0
2783,32.0,64.0,128.0,128.0
2784,32.0,64.0,128.0,64.0
2785,32.0,64.0,128.0,32.0
2786,32.0,64.0,128.0,16.0
2787,32.0,64.0,128.0,8.0
2788,32.0,64.0,128.0,4.0
2789,32.0,64.0,128.0,2.0
2790,32.0,64.0,128.0,1.0
2791,32.0,64.0,128.0,0.5
2792,32.0,64.0,128.0,0.25
2793,32.0,64.0,128.0,0.0
2794,32.0,64.0,64.0,128.0
2795,32.0,64.0,64.0,64.0
2796,32.0,64.0,64.0,32.0
2797,32.0,64.0,64.0,16.0
2798,32.0,64.0,64.0,8.0
2799,32.0,64.0,64.0,4.0
2800,32.0,64.0,64.0,2.0
2801,32.0,64.0,64.0,1.0
2802,32.0,64.0,64.0,0.5
2803,32.0,64.0,64.0,0.25
2804,32.0,64.0,64.0,0.0
2805,32.0,64.0,32.0,128.0
2806,32.0,64.0,32.0,64.0
2807,32.0,64.0,32.0,32.0
2808,32.0,64.0,32.0,16.0
2809,32.0,64.0,32.0,8.0
2810,32.0,64.0,32.0,4.0
2811,32.0,64.0,32.0,2.0
2812,32.0,64.0,32.0,1.0
2813,32.0,64.0,32.0,0.5
2814,32.0,64.0,32.0,0.25
2815,32.0,64.0,32.0,0.0
2816,32.0,64.0,16.0,128.0
2817,32.0,64.0,16.0,64.0
2818,32.0,64.0,16.0,32.0
2819,32.0,64.0,16.0,16.0
2820,32.0,64.0,16.0,8.0
2821,32.0,64.0,16.0,4.0
2822,32.0,64.0,16.0,2.0
2823,32.0,64.0,16.0,1.0
2824,32.0,64.0,16.0,0.5
2825,32.0,64.0,16.0,0.25
2826,32.0,64.0,16.0,0.0
2827,32.0,64.0,8.0,128.0
